stage,id,label,fee_mult,start_date,total_return,cagr,max_drawdown,sharpe,avg_exposure,trades,yearly
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool10_wr50_ah,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却10d,2.0,2021-07-10,3.3849392264479343,0.34446993470291387,-0.24435816987399106,1.183537434961804,0.791018896729904,89,"{""2021"": -0.040436273644415044, ""2022"": -0.003737160282327512, ""2023"": 0.6027757580891651, ""2024"": 0.1398990643335667, ""2025"": 0.5208840810614499, ""2026"": 0.665034470978896}"
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool10_wr50_ah,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却10d,1.0,2022-01-04,3.5791946820311544,0.40104536456094175,-0.217093415619928,1.3413066965686202,0.7684796119450577,72,"{""2022"": -0.01899126956835462, ""2023"": 0.60941376250117, ""2024"": 0.14466870725815872, ""2025"": 0.538409153350063, ""2026"": 0.6729481827334212}"
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool10_wr50_ah,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却10d,2.0,2022-01-04,3.430920262468856,0.390861628196711,-0.22041200276467532,1.3144963128704927,0.7684914467165527,72,"{""2022"": -0.027195263502700517, ""2023"": 0.6027757580891644, ""2024"": 0.1398990643335667, ""2025"": 0.5208840810614499, ""2026"": 0.6650344709788962}"
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool10_wr50_ah,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却10d,1.0,2023-01-03,3.667842945715992,0.5500244732083452,-0.2170934156199279,1.5642074763562903,0.9247335086438871,56,"{""2023"": 0.6094137625011702, ""2024"": 0.14466870725815872, ""2025"": 0.5384091533500632, ""2026"": 0.6729481827334216}"
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool10_wr50_ah,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却10d,2.0,2023-01-03,3.5547889481119492,0.5392515649893785,-0.2204120027646751,1.5408628204917905,0.9247487088850671,56,"{""2023"": 0.6027757580891648, ""2024"": 0.1398990643335667, ""2025"": 0.5208840810614497, ""2026"": 0.6650344709788962}"
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool5_wr40_hk,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却5d+港股,1.0,2021-07-10,3.4668880530672066,0.34946422850365977,-0.21667283767710876,1.2359144778436975,0.7877359338199406,90,"{""2021"": 0.06609093793804321, ""2022"": -0.09856751483077597, ""2023"": 0.7003314374300094, ""2024"": 0.14505377174641532, ""2025"": 0.46102696970747203, ""2026"": 0.6482543777123086}"
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool5_wr40_hk,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却5d+港股,2.0,2021-07-10,3.2779006648358537,0.33783289536404326,-0.21996982953329658,1.2035571768377058,0.7877466154097376,90,"{""2021"": 0.05833405938535652, ""2022"": -0.10139283814315037, ""2023"": 0.6932944257799594, ""2024"": 0.14024406697967984, ""2025"": 0.4382311757709474, ""2026"": 0.6339860619471294}"
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool5_wr40_hk,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却5d+港股,1.0,2022-01-04,3.075649220763787,0.3653352680157822,-0.21667283767710876,1.2433670629461984,0.7648199596120293,82,"{""2022"": -0.11698548677575438, ""2023"": 0.7003314374300094, ""2024"": 0.14505377174641532, ""2025"": 0.4610269697074718, ""2026"": 0.6482543777123091}"
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool5_wr40_hk,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却5d+港股,2.0,2022-01-04,2.9194255292729596,0.353559146099633,-0.21996982953329647,1.211868641168117,0.7648317943835243,82,"{""2022"": -0.12252921334668543, ""2023"": 0.6932944257799591, ""2024"": 0.14024406697967962, ""2025"": 0.43823117577094783, ""2026"": 0.6339860619471285}"
stress,overseas_rs612_top2_alloc100_ma200_ret12_immediate_ma120_conf3_cool5_wr40_hk,进攻6月60%+12月40% Top2｜弱市纳指+标普 RS612 Top2 100%仓｜MA200+12月正｜恢复立即切回｜MA120斜率+确认3d+冷却5d+港股,1.0,2023-01-03,3.615608418350827,0.5450705234324555,-0.21667283767710876,1.5368805930932963,0.9458850950128649,70,"{""2023"": 0.7003314374300087, ""2024"": 0.14505377174641532, ""2025"": 0.4610269697074718, ""2026"": 0.6482543777123091}"
